video_name,valgus_min,valgus_max,valgus_variation,torso_lateral_peak,symmetry_mean
100,1.212904371185242,19.113496589960402,3.3024193865911364,3.3333396911621094,2.119407740529205
101,1.202169383032611,19.762681845033146,3.63485851277332,2.907876968383789,1.9024558764745643
102,1.162374809375543,7.555190621705969,1.2604300736543332,2.837657928466797,1.6465584865040275
103,1.0781345434188288,1.7043962378206041,0.21278295491311447,1.4252185821533203,1.5719547664273301
104,1.1305490642922134,1.5850022142493405,0.15893469991263845,1.6997528076171875,1.5908124514381636
105,1.1422255620438688,3.388932516337276,0.5321540153344801,1.1346244812011719,1.5668533142239485
106,1.208036168223826,2.0731122823101322,0.3168227693458702,1.6669368743896484,1.5086769961496018
108,1.2151004317784662,1.9057109391990448,0.20935119938387103,2.211179733276367,1.5825393278145625
11,1.0288065889887261,1.6584725440979615,0.12239727443624086,4.224452972412109,1.5901667221027553
110,1.068707646118654,1.7355211498513434,0.23469766446980792,1.2804889678955078,1.5915392913146607
112,1.3680855112539045,2.0330181273524577,0.2543241069354743,2.512521743774414,1.4441512100210847
113,1.3230451592573582,2.038430398823015,0.2681838172812987,1.3736438751220703,1.4551255858358558
114,1.36321414223479,2.011353924150631,0.2216355928898625,1.1447811126708984,1.4659966808642793
115,1.2360584176828808,1.8159499433658355,0.2104929537925326,0.4978656768798828,1.5120050276851673
116,1.2250071097739739,1.7995732336327974,0.21586674094939054,1.4332389831542969,1.5247081579921409
118,1.2033153684787579,2.0255790602558004,0.29149212929581064,1.356515884399414,1.4516687399914718
119,1.2363939307852667,1.9665656290767946,0.24410369133688997,1.2549209594726562,1.4272212856422866
12,1.2068250542751249,1.7058210191973118,0.15563624508196983,3.479290008544922,1.5575870585998963
121,0.4315016078950301,2.4957760549499914,0.6455413711296113,2.294626235961914,1.6739834936096532
122,1.2233924786083932,26.19903787164628,5.291232482956017,3.913898468017578,4.222519087275086
123,1.2082891939783167,1.9097380249693878,0.27427696370845056,1.9937610626220703,1.4562043945125611
124,1.3063118888147753,2.2009038648393497,0.32739983211970464,2.4140167236328125,1.4819119151140483
125,1.4048565530299049,2.222721905507306,0.2592013898832413,2.263956069946289,1.472623368182209
127,1.762964887435826,2.329831379088133,0.18797353025210511,2.637462615966797,1.442366090665493
128,1.471531007752387,2.241426466688356,0.26352415296957227,1.8576622009277344,1.4578476452567224
13,1.2877380840830615,4.424802505509521,0.6055815042973471,2.9228687286376953,1.8711497445501428
130,1.2305949741451319,1.872257137687309,0.23884008082227853,1.7046451568603516,1.512188278245228
131,1.233458872529078,1.9073566238052897,0.25232443921399383,2.0719051361083984,1.4952816818827637
132,1.2145693199654277,1.8933410743660564,0.2579525920371347,2.639913558959961,1.4898180524005895
133,1.1886247517610047,1.8375985583042393,0.2612014181088082,1.1014461517333984,1.554820478827203
134,1.2514623141358958,1.9060793918721457,0.26517863137303366,2.0544815063476562,1.5337142271943642
136,1.5627223190139428,2.6875640319373493,0.38886530517461104,4.749612808227539,1.453670476439416
137,1.5764207126264687,2.6538796387798897,0.3579722038261957,4.430484771728516,1.4428978614651538
138,1.5383774224464457,2.762425536360767,0.41374723271393543,4.496393203735352,1.4505243334524154
139,1.4482305453205666,2.3839756207927545,0.33037880572398604,3.269166946411133,1.5410051366182096
14,1.2696176217923347,1.8031101669831227,0.18536510523684988,3.324289321899414,1.5124308304144016
140,1.3799040617996878,2.22062169434345,0.30862717288895747,1.8864059448242188,1.49986150119149
141,1.3937843458484422,2.3778680671005783,0.34963684278754914,3.195047378540039,1.5050844756074342
142,1.1988988547108672,1.7706343078729256,0.20453492482414629,0.7060623168945312,1.6884938744279392
143,1.2661088622052887,1.7914319037277915,0.16723320616448345,0.7930755615234375,1.7035784972142747
144,1.2275572333152673,1.7928490392816432,0.18680884120608188,0.5419445037841797,1.689533440185044
145,1.3413420913633645,2.2127606965925497,0.33634561243918826,1.7049884796142578,1.830653987741177
146,1.3040512906477861,2.044913525214117,0.2615184367347833,1.00006103515625,1.8870088459419425
147,1.2662550997157644,2.0580026785042165,0.2702347516412051,1.0099029541015625,1.807999244797655
