video_name,hip_rom,knee_rom,torso_stability,heel_instability,toe_instability,knee_min_angle,hip_min_angle,torso_lean_peak,torso_lean_mean,descent_frames,ascent_frames,descent_ascent_ratio,knee_over_toe_mean,knee_over_toe_max,hip_below_knee_frac
76,70.65800883623417,76.37513984299912,1.673042766945628,1.338167966388969,0.8120240490803002,43.5386194271281,61.9658880469119,17.994837304123784,15.75559546038582,36.0,31.0,1.1612902851196685,-0.618708013215198,-0.3352081348823095,0.3055555555555556
77,68.85994315673422,71.89845537581273,1.4216498677889131,1.2927042679990628,0.8570700626712612,43.2344203982975,63.66670092600846,18.191734358394378,15.63660935053658,35.0,32.0,1.0937499658203136,-0.6209730574666941,-0.3860885514202773,0.3055555555555556
78,49.48285244772343,50.853434742359255,3.454132884805696,0.6952156891120124,1.2530753534183898,58.31785053917508,68.49270318219885,21.221833611373416,19.21796610399035,38.0,39.0,0.9743589493754116,-0.6238855750654891,-0.4948183051145851,0.25
79,47.03676681317367,55.234941557596855,3.76808910863429,0.5805581657966806,0.765206387843146,59.90718980338853,69.72658061652811,24.45690987092004,20.16764665935876,39.0,34.0,1.1470587897923883,-0.5931736249609386,-0.4569749245107279,0.1944444444444444
80,41.281101931551646,44.5122529571788,3.821098876762188,0.9763020389151276,1.3940262802227996,58.13892903052927,67.85112919706424,22.696475878782586,19.643999737315667,1.0,37.0,0.0270270262965668,-0.5702433731561456,-0.4503236763232338,0.3055555555555556
81,37.97106067833965,34.55271726109147,1.3884274581760532,0.5663540152060145,0.6871173557403755,62.1572386078618,66.91275049656684,22.53255191314833,21.278684962781632,54.0,40.0,1.3499999662500008,-0.5838630572337565,-0.4821609861263313,0.2222222222222222
82,34.24318902758196,29.51596580476016,1.6556561581837497,0.3978458040263242,0.3002487177954078,74.69949018299627,81.88651315522269,21.179741054736937,18.771731025565952,56.0,44.0,1.2727272438016537,-0.571850553375451,-0.4726481750142026,0.0
83,28.717279030150397,25.294630277498527,1.281655444236982,0.684937667604125,0.3107969243331912,71.28281581862396,77.1562325216691,21.6334867156056,19.70246085452624,3.0,55.0,0.054545453553719,-0.5722902143679646,-0.5031064242932899,0.0
84,50.2342249676461,50.50186228214034,2.539770689049389,0.7475234100192462,1.7816011757817587,63.538690052763016,94.04177334816252,7.435738068805838,5.67302135268948,39.0,35.0,1.1142856824489806,-0.7672682044404842,-0.5644731222336745,0.0
85,47.81592652783469,45.83087162199884,2.358315179734837,0.7784368411017164,1.4347423919227342,63.30589943341012,93.65823111107784,6.8736586448546495,5.697023248898563,47.0,34.0,1.3823529005190325,-0.7874450997255432,-0.5743073422235782,0.0
86,40.5958314046663,42.08673704120287,3.525034392508942,0.8988698691381051,1.437693734128191,72.87116559412429,104.19549370561204,7.13890283543112,5.579039679933204,1.0,32.0,0.0312499990234375,-0.8142111623661686,-0.5415288984287906,0.0
87,24.4436880563363,26.361446929273512,0.5795061549593107,0.352551873858267,0.5390922497702578,77.4114553447808,93.6862316146728,16.344298407347644,15.669713698059937,57.0,49.0,1.1632652823823413,-0.6597692782145637,-0.5514455695013856,0.0
88,33.44255763697764,34.71380710060471,1.5234902572931672,0.3605781727028477,0.7522181240505657,82.97496516153761,98.30334674153376,17.541326187497216,16.036233146455476,1.0,44.0,0.0227272722107438,-0.6557902983122115,-0.4664552447238026,0.0
89,39.04866356345967,39.807160284830346,2.033749091384878,0.478654538760169,0.755579826522902,82.58901789739889,97.90286992331576,15.30525935131497,13.83289443577393,2.0,45.0,0.0444444434567901,-0.5919726003707462,-0.4269301290282286,0.0
90,49.23946190716048,53.85879912182685,1.2569557154621116,0.4123113744045598,1.5054582009610382,55.86336220139066,77.17209184993573,18.771653603278768,17.52818960444257,46.0,30.0,1.533333282222224,-0.7226993450887069,-0.4778620533348581,0.0
91,54.51234275511392,60.6178883583592,3.1794884938975168,1.2212046448508127,1.2507498295188622,98.03963901400496,98.10354532151088,21.97273814939676,18.424829481472383,35.0,29.0,1.2068965101070168,-0.3792165036205983,-0.1737083824040973,0.0
92,82.78120738058178,108.4917163072947,1.6898981831954427,1.2119921030549865,1.3864005636501242,43.42296386868545,84.1667691309672,11.3061962822665,7.440721467108647,33.0,7.0,4.714285040816423,-0.7708422358303058,-0.4162234599761595,0.0
93,81.19622346712433,109.41621603985944,1.3479497326294836,1.1261202250821356,2.3694493338722835,41.65318955118974,84.32190218023146,11.380910947533188,7.80761011119468,30.0,6.0,4.9999991666668056,-0.7804210980374164,-0.4167146986062598,0.0
94,40.052130949387205,56.89905896060629,1.486489407866147,0.7426824998414182,1.803887099854824,43.2362460226452,84.64278401838666,10.594376330961886,8.378977804815072,41.0,30.0,1.3666666211111125,-0.7669910873742777,-0.5199774401140341,0.0
95,43.532039749022886,48.04483513786015,3.1620770248725183,1.0736564221103226,4.299452458586673,51.96858531681144,85.73223304311367,12.771691033502051,9.940020241683737,3.0,35.0,0.0857142832653062,-0.8290200985955273,-0.6054578505739981,0.0
96,43.55934346046669,41.88422430469424,1.805000208012952,0.8329657054498444,3.355946534077292,52.01998792606291,79.50695297279626,13.531154928132285,10.950595025396414,48.0,44.0,1.090909066115703,-0.8703158129617933,-0.7530781619818439,0.1388888888888889
97,42.743081264436086,41.55526907568814,1.8380441479775047,1.2987656587700096,3.457572605343565,56.9180128182355,86.12244647211159,14.35078323168173,11.183761061002087,45.0,1.0,44.999955000045006,-0.8449115306609354,-0.7141108030334433,0.0
98,40.12857144566719,42.89383620434789,3.5285330943903483,0.9328499210373068,1.004864417448616,52.33654304999256,74.82041879506947,21.158008940508108,18.61405413759793,44.0,32.0,1.3749999570312514,-0.7643308093978566,-0.5961468690591076,0.0
99,44.53384887475069,42.98197509561049,2.64941408933227,0.6124213847929686,1.2554244352710906,49.31004526015342,69.70900983921598,20.37157978410476,19.1541613276216,43.0,32.0,1.3437499580078138,-0.7597511990636566,-0.6173502864810517,0.2222222222222222
100,45.30431150314604,36.80286429251993,1.7185288310277722,0.3452402980676107,0.445211392518101,77.65628380301808,77.69618363684893,31.589896089128622,27.71985314146426,48.0,32.0,1.4999999531250017,-0.5624555512463302,-0.4016778859730932,0.0
101,47.47925743520841,43.327915067765545,2.4685251242438824,0.2976669657590338,0.4576272796114554,76.97793835458386,77.29952014647188,29.944135508329836,27.01493481278308,51.0,46.0,1.1086956280718343,-0.5546828810998058,-0.3180142437479036,0.0
102,39.26927399440044,32.924500682784895,2.25394870355898,0.5067579237895918,0.5415910528595792,83.81419989437376,83.46951429785892,30.280304510907317,26.518764002007263,46.0,32.0,1.4374999550781264,-0.517636575879422,-0.3609306377942993,0.0
103,40.36144166995331,50.179699442553925,2.3286391950761343,1.4468911023832651,1.2151486086294674,83.5157559146783,116.91318112933914,3.879788268704324,1.8435197637165344,30.0,30.0,0.9999999666666678,-0.6799585973475253,-0.4640059994492976,0.0
104,39.51927719984722,54.25928514176013,1.7086078224837404,1.3871397151539473,0.9773074090985784,80.92176599894697,116.32069351580505,2.602274650312056,1.031215567121628,30.0,30.0,0.9999999666666678,-0.6803248779794578,-0.4337834284304347,0.0
105,40.43780005549202,43.80045795315954,1.682853458299833,1.4697714613942012,1.528618658938767,77.61483896964751,104.24857753651187,5.211610414576276,4.003712183030617,1.0,28.0,0.0357142844387755,-0.6750691602300914,-0.4127353295572261,0.0
106,53.941945103409296,53.5987294676879,0.8930480883157698,1.0995657425801846,1.2528619869866693,82.57700170764089,98.31202669797284,10.591897194100214,8.193959383795187,37.0,29.0,1.275862024970275,-0.5550019734321094,-0.38362822072223,0.0
107,64.13529808409461,62.53954337236402,0.924312147647164,0.93248785810382,0.916648224133354,80.08996066114068,92.76233789259982,12.205754532246935,10.017782868647275,33.0,37.0,0.8918918677867064,-0.5536370658763891,-0.3504070573135205,0.0
108,44.42473356661405,39.788291778255456,0.8682007740185079,0.7644450210581925,0.7425848217152496,77.29705878442441,88.71539263441959,12.879769577267158,10.62059047623691,2.0,31.0,0.0645161269510926,-0.5688332599573953,-0.4201367866205064,0.0
109,46.36696656980807,49.65072532395088,1.87452072597559,0.926729289407394,1.8176692543512003,94.17136546045076,93.90963377024777,24.76738570816872,20.91709644751281,39.0,35.0,1.1142856824489806,-0.4093964940556425,-0.1718641538514306,0.0
110,45.31783124013543,54.20416013001078,1.520254174912688,0.994660366210198,1.3258478171558843,91.58558806576676,93.2553995625986,24.01611257816196,21.78321048897112,34.0,33.0,1.0303029990817274,-0.4443939287236571,-0.2030192734665752,0.0
111,43.772359515974415,48.95258332109296,1.7475960819041825,1.2856469091101403,1.2702729245103443,95.41269901513648,93.09608568338342,25.66878805032808,22.65205982344496,42.0,30.0,1.399999953333335,-0.4017229758867994,-0.1243315889238317,0.0
112,55.930122940608925,55.699629317524014,1.2127214184273154,0.8876508658041085,1.0487682404427834,102.53682604156926,99.74569075951158,22.46290370407185,18.30578707104984,34.0,33.0,1.0303029990817274,-0.3550195308548693,-0.1776963418375992,0.0
113,50.22862273438403,56.137381562459055,1.9152352735705525,1.3486315317226618,1.4409440804711098,107.74152442096296,105.94898650085082,21.712758675246427,18.147025916170374,26.0,29.0,0.8965516932223554,-0.3308045436558957,-0.1214104005140978,0.0
114,43.89562430627521,47.21294456728647,0.7720691207590559,0.4905045218441357,0.4957715933143176,56.541452934912215,85.03119014485563,5.327268881431474,4.366664619953408,56.0,33.0,1.6969696455463743,-0.8341531585407709,-0.5904357779004424,0.1666666666666666
115,40.85869276221996,38.311691762865706,0.8434746600761598,0.5798245802819773,1.229974513334663,54.996977975422766,81.56658784170074,4.822245200949691,3.943852124697033,45.0,1.0,44.999955000045006,-0.8558167001419744,-0.7271715881960982,0.4166666666666667
116,42.11913147484289,42.33924175719835,0.8916180778786417,0.522719931061299,0.8598955113473924,54.97931555540103,82.235099395662,7.776101576853649,6.890226779889379,2.0,33.0,0.0606060587695133,-0.8513434774824682,-0.6377003042712543,0.1944444444444444
117,66.78772721875308,65.32108762491112,2.488591586637779,1.141398745278884,0.9444359751717616,58.74245810544841,71.24689108952774,15.384708812156104,13.104602507228138,40.0,27.0,1.481481426611799,-0.6375319311638308,-0.3339561037254606,0.25
118,59.63725131022302,62.66433208123137,1.5614387702205472,1.132998333809136,1.0299863164675354,60.93330857396055,74.18562699273438,15.677114784686015,13.803462281501153,46.0,29.0,1.5862068418549364,-0.6387684544693397,-0.3121796514510457,0.1944444444444444
119,63.51463250470886,56.98956986746618,1.9086990161677149,1.1408364333614258,0.8916002176042825,59.871263351750535,71.58932372391831,15.782750169241988,13.833432876260067,47.0,31.0,1.516128983350678,-0.6449361503151644,-0.4107312706050308,0.2222222222222222
