video_name,hip_rom,knee_rom,torso_stability,heel_instability,toe_instability,knee_min_angle,hip_min_angle,torso_lean_peak,torso_lean_mean,descent_frames,ascent_frames,descent_ascent_ratio,knee_over_toe_mean,knee_over_toe_max,hip_below_knee_frac,squat_depth,lumbar_flexion,forward_lean,descent_control,ascent_sticking,foot_stability
480.0,91.05158992501684,69.46937084549322,24.940330317708785,3.1240257822963438,2.6142694274834253,93.5547321072756,55.563134076590345,59.03346225558669,45.73196725397297,23.0,21.0,1.0952380430839026,-0.3169748458032225,-0.0731312475795573,0.0,1,1,1,2,0,0
481.0,79.8258758912377,81.37335968772616,21.392928968841872,3.0140177359528497,3.800897766299662,78.0967139846857,48.65567014586559,54.28184947617598,46.84820801796033,28.0,27.0,1.0370369986282593,-0.4016126232266139,-0.0425191042523242,0.0277777777777777,1,2,1,1,0,0
482.0,93.39393467978742,77.87710356968022,19.97394091463125,2.526491753088612,3.9009511635765945,77.41594434620204,42.12880327579337,53.22651130852949,44.68958908764252,29.0,19.0,1.5263157091412785,-0.4280058681007013,-0.1242986453499998,0.0555555555555555,2,2,1,2,0,0
483.0,94.07095963129618,77.70240302621943,22.601267911087557,2.0821608988954297,3.161369463817147,85.36597798726694,61.48219715238985,45.04373714124817,33.88078003261739,33.0,18.0,1.833333231481487,-0.3771800439521316,-0.0932521045123837,0.0,1,1,0,1,0,0
484.0,122.21094280442956,102.18888197271988,15.999954230357206,1.7998147833089309,5.082461757934774,69.51468251306743,50.38279487404992,112.32509500000808,32.08712615210134,11.0,21.0,0.5238094988662143,-0.702412886060861,-0.1056733527792212,0.1111111111111111,1,1,0,2,0,0
485.0,113.09370472849643,89.7705534983856,15.992808682350274,2.234712743404522,6.550147629376418,88.48737233233837,61.23264785656352,50.86638176863709,32.23531090156944,12.0,18.0,0.6666666296296316,-0.4094891058926154,0.0203466582497764,0.0,1,0,2,2,0,0
486.0,83.86853881213828,72.25966219871074,8.69151921060134,1.5730115894076266,7.303407353675791,84.606166205481,68.08726518675037,38.760135932579054,30.90272569888288,25.0,2.0,12.499993750003124,-0.5924753548705266,-0.2458996684864979,0.0,1,2,0,2,0,0
487.0,121.81169954733885,108.70605357284366,14.110435861793874,1.8722553806942044,5.4365253210641615,60.455457498247696,42.09864259640477,39.80119416421872,33.20678440946222,23.0,49.0,0.4693877455226991,-0.5410406066228046,-0.1604510730744634,0.2222222222222222,2,2,0,2,0,0
488.0,123.21588787936584,102.83225106827815,10.612920167741182,2.754821143614592,4.890146291625272,68.23258516757582,52.36526713551437,43.53202396577177,28.930205442427518,21.0,47.0,0.446808501131734,-0.5399171559490585,-0.1610980055426853,0.0555555555555555,2,2,0,2,0,0
489.0,116.37153092144496,76.44154430897464,14.586848017148968,1.4167557568080955,1.9989132811795252,64.0600446306303,52.55273444701626,35.91584582629153,27.958790986718935,15.0,27.0,0.5555555349794246,-0.5698825764824212,-0.3457123623576196,0.2727272727272727,2,2,0,2,0,0
