video_name,valgus_min,valgus_max,valgus_variation,torso_lateral_peak,symmetry_mean,heel_wobble,heel_instability,toe_instability,knee_cave_frames,knee_cave_frac,knee_asym_mean,knee_asym_std,ankle_width_mean,ankle_width_std,hip_shift_max,hip_shift_std,sho_hip_offset_mean,sho_hip_offset_max
297,0.1365051018685283,6.141407514789922,1.6503938295034872,17.584362030029297,1.717847548376498,25.277172630707533,10.51748098997029,21.26915629391517,2.0,0.0909090867768596,-1.0587514350940532,0.5654529754670636,45.56582277471369,29.16855178338825,104.94410514831544,37.30337447946911,5.941631577231667,17.584362030029297
298,2.414754053284957,2.504942939780694,0.0270554773140579,16.41712188720703,1.5314449671753456,31.779208021648337,3.509963050564242,16.89072940401598,0.0,0.0,-1.8988712678180448,0.021693631984422,92.4695036146376,0.237807948851767,108.32686424255373,35.04203782920808,18.860322369469536,28.675613403320312
300,1.7246672578640163,2.498943579396208,0.2744672750845089,34.349966049194336,1.576574806917697,1.415727856695276,0.7670903086705271,1.238268779737514,0.0,0.0,-1.6689599005554183,0.193104746089336,85.9811528523763,1.213325423336311,18.849897384643555,6.771502953668197,27.15619908438789,34.349966049194336
301,0.4036523578764935,2.3474494831265864,0.6523409599223735,12.28271484375,1.6627426198728688,26.70329159356668,4.902080941630504,15.27445830652555,2.0,0.1428571326530619,-1.621610729377577,0.8388655931717294,62.92140415736607,27.97553674448433,109.90384101867676,35.548549266593994,8.806778324974907,24.66813087463379
302,2.068326078233446,2.2717998474667254,0.0629605887315908,27.620210647583008,1.613139709511736,26.27613259636921,5.3942740041648,14.40572841195085,0.0,0.0,-1.9313921016481663,0.0215402924809568,78.48583857218425,3.915107908349808,76.64495468139648,26.47617909512553,10.395700931549072,27.620210647583008
304,0.068285479621305,4.537227774917092,0.999742199140888,29.20984268188477,1.7752831979265131,32.2955141755152,4.522070394575177,16.495932929586516,8.0,0.2758620594530324,-1.495493330354266,1.4537687735934486,43.66192916343952,44.12671313690165,70.67024230957031,27.07722061502581,19.759927855597603,29.20984268188477
305,1.9805038909238908,2.6257141738458376,0.165575327971272,39.082298278808594,1.6657656678117048,1.3480877752788305,1.2357494247472862,1.494413622621566,0.0,0.0,-1.629612202733518,0.08054925277138,108.67380725012885,1.1292033338970342,17.011470794677734,4.806915988314559,33.99870051278008,39.082298278808594
306,1.0692248703681762,2.655238991265251,0.4456994735161232,19.069747924804688,1.7002769338018435,12.07142567547144,1.6431113672056383,4.199941415864982,0.0,0.0,-1.0770600054284447,0.2193783811465494,141.6127676433987,12.370105008943174,33.81376266479492,9.779286744608578,13.321104579501682,19.069747924804688
307,0.4454514978005437,2.320607145008588,0.514167933847328,11.526784896850586,1.4748895341496262,30.73081692598777,1.0544537395441442,7.176985296275052,3.0,0.1199999952000001,-0.7246796628246822,0.3990576019423894,57.36463851928711,33.859802478033416,35.06196975708008,10.706983139798718,3.713773727416992,11.526784896850586
308,2.0053312602449265,2.546409458510269,0.194049068275784,4.5206451416015625,1.7405922719672375,1.3622649912784202,1.022577029623557,1.0772445620951074,0.0,0.0,-1.738443484177993,0.0461186753007999,91.00239011976454,0.8585640191370838,8.826885223388672,2.593229244374521,1.860855685340033,4.5206451416015625
309,0.5985472041560875,21.368052948558017,4.897147999264851,10.80953598022461,1.999930356366872,28.6449502601918,5.034155392810964,15.711644462726165,1.0,0.0624999960937502,-1.4603315542688036,1.721179332697386,32.84443497657776,38.27780834465188,299.68947410583496,60.36929779219759,7.639381159906802,13.911876678466797
310,0.6741441431304438,2.1627144129765887,0.5425492707865741,10.926485061645508,1.7245533346743196,3.5128060513420816,1.3331326655474651,6.136375619070028,1.0,0.0277777770061728,-1.510576266901815,0.4998170412302925,85.60356299082439,8.64809141088771,23.2034969329834,3.861167249858397,6.66959630118476,10.926485061645508
311,1.6503358423693932,3.637353527518835,0.6051465232336372,7.777156829833984,1.149962402091297,24.97078241232807,3.884434623605257,12.497299096557123,0.0,0.0,1.3802918003409577,0.5133738022916746,79.23511981964111,24.217350123825945,55.17655372619629,14.706936767706678,3.298851648966471,7.777156829833984
312,2.184558028003716,2.723263702636869,0.2221981609439526,3.167400360107422,1.2409347778677922,43.243129020337015,2.034832472782034,8.61671867131311,0.0,0.0,1.112119271796229,0.1191496610990179,129.68437830607095,8.910392758048205,59.37499046325684,15.316822908557567,4.599073198106554,16.485233306884766
313,2.1503497607326127,2.751287509193653,0.2320420774141734,37.72462844848633,1.6753040669310857,1.3621695027591585,1.1154310084284274,1.2086938291635927,0.0,0.0,-1.974057572236108,0.1290459231660508,87.78677092658148,0.2280461137795092,23.77354621887207,9.653904206221013,29.512421554989285,37.72462844848633
314,2.609718970271947,2.9271852527203395,0.0838560418261181,17.83245086669922,1.7162267685783563,2.0262757989171605,1.5182446655819026,1.7962283622292556,0.0,0.0,-1.5584427247324828,0.037154916268592,127.70192199283176,2.120454134089327,20.49637794494629,5.658092101323674,11.437178452809652,17.83245086669922
315,2.3973322749856085,2.94265862422353,0.1345059919459584,43.552541732788086,1.76411208798954,2.6134784079499305,0.607322065916867,0.682389588998314,0.0,0.0,-1.6106633960217716,0.0332539287161371,123.58624511294894,3.194001067943476,7.349720001220703,2.074743969727786,41.55711995230781,43.552541732788086
316,0.9484732677313265,15.55209542575961,3.610195567677879,92.87647247314452,2.4211258406930147,31.21882892614944,5.244691936434332,14.041544942978502,0.0,0.0,-1.3577123800198927,0.8747028837578881,66.07907295227051,31.345350835920136,80.53794860839844,30.730589640547045,56.88972552617391,92.87647247314452
317,1.607590661997902,2.6854713198188285,0.308005432660717,25.884742736816406,1.694340259631722,3.5580993801610097,0.6259815003922656,1.691343457304193,0.0,0.0,-1.6618584265237173,0.2045476690775474,99.64020358191596,3.439986462252144,21.470346450805664,6.031238135193634,22.14973423216078,25.884742736816406
319,1.895139487299185,2.5481968635609955,0.1618330850272513,43.75814437866211,1.6869185327750391,2.3149070747925373,0.5291752226074493,1.2377201780852989,0.0,0.0,-1.5323465223893653,0.0842081264644998,105.700437757704,0.5700784004955116,15.467967987060549,4.9236731037860935,38.05857261021932,43.75814437866211
320,0.7792162650370458,2.414082521808882,0.54949666204714,31.85810089111328,1.7256522674035193,3.502935354650893,0.7167556649194338,4.101982907569393,0.0,0.0,-1.165396234823698,0.3499165224016685,123.26900800069173,2.7162251949760114,24.660511016845703,7.064068561435451,23.255107137891983,31.85810089111328
321,1.6679539784577269,1.9590445815780904,0.0876966308370037,16.356172561645508,1.6824775419187885,1.0549018551841536,0.7211429861230894,1.682086839110477,0.0,0.0,-1.418450195757809,0.0735303259406959,101.24941878848604,0.8609556089865056,18.70486259460449,5.656549410343786,10.858561197916666,16.356172561645508
322,1.937376086806474,2.4409627918820425,0.1700805690570158,29.075441360473636,1.6550875723898977,3.4683663590634346,1.0790082661416078,1.46188518507835,0.0,0.0,-1.4328318827583744,0.0811967326109289,117.005295753479,1.5174658661505172,14.07306671142578,4.067542662552894,22.471062077416317,29.075441360473636
323,0.4914521399184663,2.0456456201904767,0.5823703788206777,10.97930908203125,1.5965825194672314,29.07590700110242,5.905538328321755,17.71337245729691,4.0,0.2222222098765439,-1.462396293926624,0.8501670931653345,66.5791564517551,41.37770292250106,43.61054420471192,14.437614421281523,2.998106214735243,10.97930908203125
324,0.491974921085276,142.57676178534544,32.80031944196755,13.09835433959961,3.258823561698125,38.94599848114755,4.106281211428069,10.750562573767612,1.0,0.0454545433884298,531.2941219802613,333.86009224145226,77.51824032176624,41.02952918750387,119.13369178771973,25.0389512748662,4.650210033763539,13.09835433959961
325,1.4068414035360697,16.851741737004193,3.459328450113886,13.753738403320312,2.0522432743964063,28.0769620857619,3.054872723955851,6.973729813994906,0.0,0.0,1.470683023735413,0.68512775631447,54.532621171739365,28.831292595597255,36.48735046386719,8.897328682515157,3.92758051554362,13.753738403320312
326,0.9923810128657408,2.9228587465943354,0.5494360364625369,11.547222137451172,1.8042503558634784,2.0066286488145013,2.2293027844547675,4.982017732851507,0.0,0.0,-1.480872929710054,0.3329979641556342,97.49652120802138,5.186973535613933,26.29100799560547,8.880515117748617,5.206284523010254,11.547222137451172
327,1.7713494902153206,8.299818978862167,1.173321452132397,9.739246368408203,1.2506048032166324,22.314482007602987,5.636139185739687,10.082808939015395,0.0,0.0,1.9683758725730445,0.680840977915463,66.00650946299235,26.501623459196004,31.59941673278809,11.256765814196015,4.041853215959337,9.739246368408203
328,1.0951985525964685,2.339627168752733,0.3047374318062428,17.541608810424805,1.3691584119016276,19.101050474558708,6.39436583194097,11.376963217490616,0.0,0.0,2.4330146563100103,0.4432298887365276,48.16218905978732,17.437919821461694,41.16289138793945,12.033618485017788,8.3279021581014,17.541608810424805
329,0.1805664066220639,80.06343765937939,13.165423027407972,109.39180374145508,1.3285199598221362,31.271932384589597,5.74913644422484,5.596910331735214,5.0,0.1388888850308643,-3.827687753777111,2.318639360224952,33.230648040771484,27.623977446969565,34.45443153381348,9.348641414015333,75.58726893530951,109.39180374145508
